src_ip,Label,distinct_sources,days_seen,total_incidents,unique_dst_ip,src_port_zero_count,src_port_nonzero_count,src_port_zero_avg_inter_arrival_time,src_port_zero_min_inter_arrival_time,src_port_zero_max_inter_arrival_time,src_port_zero_stddev_inter_arrival_time,src_port_nonzero_avg_inter_arrival_time,src_port_nonzero_min_inter_arrival_time,src_port_nonzero_max_inter_arrival_time,src_port_nonzero_stddev_inter_arrival_time
201.23.7.82,Spoofed,2,5,33,6,27,6,11072.88462,147.0,77462.0,17991.11891,75101.0,10675.0,185353.0,67513.05996
213.139.243.22,Spoofed,2,4,1613,6,1608,5,199.981954,0.0,48121.0,1555.310571,29741.0,0.0,88016.0,35899.9535
82.197.160.67,Spoofed,2,5,1064,5,1057,7,304.3996212,0.0,48647.0,1916.202359,42851.5,1216.0,182927.0,63903.72569
62.27.235.243,Spoofed,2,5,28,6,22,6,13819.57143,0.0,102254.0,22703.78496,51711.4,817.0,199405.0,75098.56627
94.141.123.66,Spoofed,2,3,14,5,10,4,19343.66667,0.0,96256.0,29405.45196,49593.0,221.0,86446.0,36297.21456
195.154.112.118,Spoofed,2,4,818,5,816,2,393.5607362,0.0,48966.0,2182.945562,1082.0,1082.0,1082.0,0.0
167.224.252.169,Spoofed,2,5,1043,6,1037,6,309.9411197,0.0,48355.0,1936.010884,66451.0,11.0,176023.0,67474.20657
141.147.54.226,Spoofed,2,4,909,6,904,5,356.1196013,0.0,48073.0,2050.576299,40140.75,4464.0,87800.0,32261.94882
185.220.101.57,Spoofed,2,4,2379,5,2377,2,135.2407407,0.0,48286.0,1274.017441,30251.0,30251.0,30251.0,0.0
119.18.25.254,Spoofed,2,4,32,5,28,4,11427.51852,0.0,76987.0,19624.12557,53295.33333,2829.0,143105.0,63667.16816
103.106.231.127,Spoofed,2,5,1041,7,1035,6,310.7688588,0.0,48244.0,1923.545588,95242.4,878.0,355418.0,133087.4762
195.201.94.113,Spoofed,2,6,799,7,759,40,423.5527704,0.0,48614.0,2276.358479,11204.69231,0.0,248008.0,47047.58483
83.96.213.63,Spoofed,2,4,2009,7,2003,6,160.6078921,0.0,47849.0,1378.802605,21804.0,108.0,80288.0,30013.93923
45.92.238.246,Spoofed,2,5,1084,7,1073,11,299.6585821,0.0,48706.0,1903.206424,34927.1,49.0,187650.0,57258.64194
185.220.103.8,Spoofed,2,4,2969,4,2968,1,108.3569262,0.0,47854.0,1132.723866,,,,
192.184.1.254,Spoofed,2,4,1051,8,1046,5,307.5253589,0.0,49030.0,1933.449813,9525.0,1020.0,26950.0,10201.46191
85.215.53.227,Spoofed,2,5,1051,7,1045,6,307.848659,0.0,47961.0,1906.719015,36147.6,1078.0,172739.0,68298.14524
162.243.173.63,Spoofed,2,4,1371,7,1361,10,236.2617647,0.0,50894.0,1747.042565,17746.11111,44.0,79170.0,25235.08331
208.115.230.231,Spoofed,2,4,1183,7,1177,6,272.7967687,0.0,49942.0,1853.747387,38389.4,2503.0,126472.0,46416.79558
5.255.99.147,Real,1,1,1,1,0,1,,,,,,,,
95.216.163.36,Spoofed,2,6,146,7,27,119,11122.76923,0.0,68350.0,16881.1581,3728.525424,0.0,250462.0,27818.54342
185.220.101.1,Spoofed,2,5,1611,6,1604,7,200.6013724,0.0,50121.0,1594.451664,56580.83333,4430.0,176357.0,59556.32701
103.126.161.54,Spoofed,2,5,2033,7,2022,11,158.9124196,0.0,48242.0,1376.551842,34531.8,1.0,203411.0,61010.8247
38.147.122.252,Spoofed,2,5,1549,6,1543,6,208.5103761,0.0,48438.0,1591.105747,66798.4,9119.0,189945.0,65508.19622
2.56.96.214,Spoofed,2,6,1709,6,1704,5,188.2066941,0.0,48482.0,1521.257741,120448.25,1003.0,338047.0,136091.8003
185.149.146.224,Spoofed,2,5,44,7,33,11,9547.5,0.0,65077.0,15070.9159,34554.1,1241.0,173449.0,52055.85648
45.82.167.175,Spoofed,2,5,1085,6,1082,3,297.2377428,0.0,48564.0,1884.961878,119713.5,14263.0,225164.0,105450.5
212.227.128.186,Spoofed,2,5,1022,6,1015,7,316.443787,0.0,48298.0,1947.59248,57010.5,669.0,181320.0,65845.6046
154.213.184.44,Real,1,2,2,2,0,2,,,,,162321.0,162321.0,162321.0,0.0
212.227.74.176,Spoofed,2,5,1107,7,1102,5,291.6930064,0.0,47932.0,1858.305028,84308.0,97.0,328409.0,140972.1638
23.129.64.172,Spoofed,2,5,1563,5,1559,4,206.1071887,0.0,48895.0,1592.283262,86893.0,11160.0,234152.0,104142.0009
212.21.66.25,Spoofed,2,5,1184,7,1177,7,273.3035714,0.0,48508.0,1809.397225,43171.83333,683.0,188426.0,65771.23862
178.19.236.36,Spoofed,2,4,24,5,22,2,9937.52381,0.0,87905.0,21797.43174,77104.0,77104.0,77104.0,0.0
65.108.122.28,Spoofed,2,5,807,7,765,42,419.2120419,0.0,48037.0,2244.46475,9907.560976,0.0,360596.0,55605.91416
104.244.73.193,Spoofed,2,4,1497,5,1495,2,214.9471218,0.0,47888.0,1595.897501,37195.0,37195.0,37195.0,0.0
23.154.177.16,Spoofed,2,4,1602,5,1599,3,200.8785982,0.0,49418.0,1576.616058,37199.5,12661.0,61738.0,24538.5
76.235.207.28,Spoofed,2,3,31,5,28,3,7926.37037,0.0,100127.0,19409.00434,30715.5,23506.0,37925.0,7209.5
172.241.23.114,Spoofed,2,4,1071,5,1066,5,301.7089202,0.0,47927.0,1893.590491,13648.75,58.0,24240.0,10096.68073
51.79.221.8,Spoofed,2,5,2023,7,2012,11,159.3500746,0.0,48196.0,1383.365241,25761.7,288.0,182179.0,52577.87252
185.42.170.203,Spoofed,2,4,2999,7,2993,6,107.3402406,0.0,48163.0,1141.581678,14926.6,172.0,45493.0,17737.32774
91.186.59.102,Spoofed,2,5,36,6,33,3,9081.15625,0.0,69625.0,18585.90848,113899.5,6864.0,220935.0,107035.5
158.247.202.139,Spoofed,2,4,998,7,994,4,323.7573011,0.0,48038.0,1964.267832,50162.0,6275.0,105666.0,41399.3457
82.34.155.85,Spoofed,2,4,1177,6,1173,4,273.6424915,0.0,47883.0,1806.233373,25656.0,3399.0,52619.0,20367.6529
195.201.7.164,Spoofed,2,6,823,7,782,41,411.6824584,0.0,48487.0,2234.759681,13054.975,0.0,246288.0,47819.90483
193.31.26.148,Spoofed,2,5,1100,6,1093,7,293.3727106,0.0,48360.0,1889.160211,55895.66667,1280.0,173988.0,61426.95614
78.27.88.40,Spoofed,2,5,1027,6,1024,3,314.1808407,0.0,49344.0,1972.280371,118027.5,9380.0,226675.0,108647.5
212.159.69.155,Spoofed,2,4,1075,5,1073,2,299.6268657,0.0,49348.0,1915.103183,161084.0,161084.0,161084.0,0.0
213.167.242.183,Spoofed,2,4,1055,5,1053,2,305.2614068,0.0,48075.0,1917.487415,39482.0,39482.0,39482.0,0.0
142.93.220.201,Real,1,1,1,1,0,1,,,,,,,,
37.205.9.131,Spoofed,2,5,1035,6,1030,5,312.1778426,0.0,49552.0,1960.621832,65379.5,15174.0,190852.0,73051.64781
217.198.142.231,Spoofed,2,4,1046,6,1041,5,308.4942308,0.0,47965.0,1921.02795,39735.0,1186.0,83752.0,37719.86428
185.103.110.21,Spoofed,2,5,1222,7,1217,5,264.328125,0.0,47967.0,1782.486086,86884.5,960.0,260918.0,105164.3183
185.220.101.202,Spoofed,2,5,1244,6,1239,5,259.447496,0.0,48151.0,1775.726796,65179.75,9590.0,205024.0,81234.7602
94.156.175.120,Spoofed,2,5,1066,6,1062,4,302.860509,0.0,48077.0,1900.893584,86733.0,5637.0,213694.0,90919.84558
83.7.15.72,Spoofed,2,4,28,4,27,1,11314.5,0.0,72164.0,19638.19461,,,,
37.27.8.223,Spoofed,2,5,2003,7,1950,53,164.914315,0.0,48455.0,1356.949936,10045.65385,0.0,376910.0,52809.67316
185.181.229.77,Spoofed,2,5,1058,5,1056,2,304.5488152,0.0,48421.0,1926.146432,347866.0,347866.0,347866.0,0.0
134.195.198.65,Spoofed,2,4,1624,6,1620,4,198.4181594,0.0,48005.0,1543.490314,52334.0,1290.0,82742.0,36313.36254
65.109.67.140,Spoofed,2,5,829,7,791,38,406.4240506,0.0,48074.0,2206.31006,14061.13514,0.0,397834.0,65208.94943
185.230.161.177,Spoofed,2,5,1106,7,1101,5,292.18,0.0,48290.0,1864.93812,84900.25,25617.0,180706.0,59649.61822
149.224.197.107,Spoofed,2,3,17,6,14,3,10057.0,0.0,49627.0,13137.05831,14122.5,68.0,28177.0,14054.5
89.46.100.71,Spoofed,2,5,1109,6,1105,4,290.7663043,0.0,48225.0,1868.849199,65081.66667,583.0,183020.0,83517.1169
163.177.115.6,Real,1,1,1,1,0,1,,,,,,,,
141.98.119.106,Spoofed,2,4,2059,5,2056,3,156.2992701,0.0,48407.0,1373.767771,17360.5,1684.0,33037.0,15676.5
85.17.140.73,Spoofed,2,5,1394,4,1393,1,230.7643678,0.0,49637.0,1710.332482,,,,
45.79.215.128,Spoofed,2,4,1388,6,1385,3,232.341763,0.0,47999.0,1674.972971,15039.5,11406.0,18673.0,3633.5
147.135.4.214,Spoofed,2,6,2023,6,2011,12,159.8353234,0.0,48287.0,1382.784773,43462.45455,43.0,182954.0,60312.71503
82.165.244.94,Spoofed,2,5,34,6,26,8,11636.92,0.0,83044.0,21048.12797,37326.57143,49.0,204002.0,68695.96971
154.213.184.39,Spoofed,2,4,152,6,149,3,2149.5,0.0,48609.0,5427.105339,19153.0,1768.0,36538.0,17385.0
185.91.127.83,Real,1,1,1,1,0,1,,,,,,,,
176.117.59.117,Spoofed,2,5,1182,7,1178,4,272.9626168,0.0,48544.0,1809.799624,84326.66667,467.0,223398.0,99031.32095
51.81.155.229,Spoofed,2,5,1937,6,1931,6,166.4176166,0.0,48071.0,1410.912497,68184.4,74.0,205002.0,73103.21041
83.97.79.32,Spoofed,2,5,1617,7,1611,6,199.5018634,0.0,48463.0,1567.378287,49636.6,432.0,178186.0,66173.71286
81.204.240.190,Spoofed,2,4,1086,5,1080,6,297.858202,0.0,48679.0,1890.322662,31629.8,2136.0,93094.0,35974.2141
74.63.247.232,Spoofed,2,4,1241,5,1237,4,260.1067961,0.0,48369.0,1767.792289,25603.0,399.0,75519.0,35296.5136
188.166.153.213,Spoofed,2,4,810,5,808,2,397.669145,0.0,48717.0,2191.878976,10756.0,10756.0,10756.0,0.0
78.141.211.44,Spoofed,2,5,1006,6,1003,3,320.510978,0.0,48200.0,1970.233549,122224.0,31766.0,212682.0,90458.0
93.207.76.73,Spoofed,2,5,37,6,32,5,8168.741935,0.0,81981.0,19179.40849,86851.75,7808.0,236075.0,91391.50496
95.211.210.72,Spoofed,2,5,1215,6,1211,4,265.2264463,0.0,49239.0,1834.170944,111650.6667,8606.0,249798.0,101546.5185
94.130.129.15,Spoofed,2,6,849,7,802,47,401.1235955,0.0,49938.0,2241.220586,9074.76087,0.0,174860.0,35437.09207
77.48.28.240,Spoofed,2,4,1025,5,1021,4,315.272549,0.0,49386.0,1972.73919,54237.33333,3680.0,153823.0,70420.46679
93.158.213.15,Spoofed,2,5,1147,5,1143,4,281.3992995,0.0,48168.0,1837.426548,79291.0,1047.0,203978.0,89117.75684
185.220.101.150,Spoofed,2,5,1582,7,1576,6,204.0406349,0.0,48105.0,1562.667397,68465.2,528.0,197603.0,70373.54923
172.245.232.138,Spoofed,2,4,817,5,815,2,394.6719902,0.0,48534.0,2192.023883,130413.0,130413.0,130413.0,0.0
165.22.124.177,Spoofed,2,3,26,5,23,3,6934.0,0.0,59127.0,11911.03455,27743.0,11183.0,44303.0,16560.0
185.126.239.187,Spoofed,2,4,1104,5,1101,3,292.0327273,0.0,48085.0,1857.722248,63784.0,33226.0,94342.0,30558.0
141.144.193.200,Spoofed,2,5,832,6,828,4,388.0592503,0.0,49356.0,2197.261333,74541.66667,1029.0,187681.0,81188.86134
161.97.67.106,Spoofed,2,5,29,7,23,6,11416.95455,243.0,77486.0,19211.6846,42051.2,254.0,198017.0,78006.59327
152.69.198.49,Spoofed,2,6,808,5,805,3,399.9067164,0.0,49143.0,2226.31092,73346.0,13445.0,133247.0,59901.0
148.113.196.47,Spoofed,2,4,2004,5,2002,2,160.4227886,0.0,48460.0,1392.275967,48588.0,48588.0,48588.0,0.0
46.142.68.64,Spoofed,2,3,18,6,13,5,16017.0,0.0,67767.0,20092.13953,8237.5,247.0,31737.0,13568.43597
65.108.37.195,Spoofed,2,5,800,7,770,30,417.9219766,0.0,51605.0,2340.904499,14976.89655,0.0,364608.0,67057.23973
145.239.136.129,Spoofed,2,4,1927,7,1923,4,167.2398543,0.0,49050.0,1434.621574,46272.0,7320.0,107180.0,43623.80353
139.99.170.52,Spoofed,2,4,1593,5,1586,7,202.6239748,0.0,48080.0,1564.829263,25545.0,582.0,89763.0,30029.47375
138.68.9.184,Spoofed,2,4,819,5,816,3,392.2429448,0.0,48293.0,2175.299009,26429.5,4056.0,48803.0,22373.5
202.61.240.19,Spoofed,2,5,31,6,25,6,10254.0,0.0,87395.0,19543.09655,52161.2,1934.0,183945.0,67889.88084
164.90.236.244,Spoofed,2,5,24,6,21,3,12423.6,0.0,94771.0,26760.37522,91719.0,7063.0,176375.0,84656.0
212.227.242.115,Spoofed,2,5,1044,6,1040,4,309.1511068,0.0,48274.0,1925.804238,87091.33333,4221.0,219800.0,94803.20287
149.154.154.155,Spoofed,2,4,1068,4,1067,1,301.5506567,0.0,48447.0,1896.918365,,,,
195.52.168.230,Spoofed,2,3,10,6,6,4,15950.6,1822.0,37419.0,14490.90264,24730.33333,2313.0,44531.0,17334.45681
202.95.12.147,Real,1,2,2,1,0,2,,,,,32642.0,32642.0,32642.0,0.0
202.61.204.198,Spoofed,2,5,1234,4,1232,2,261.095857,0.0,48076.0,1770.248668,256009.0,256009.0,256009.0,0.0
87.68.223.59,Spoofed,2,4,41,7,34,7,8793.575758,0.0,74480.0,18265.39921,26815.16667,1840.0,81267.0,29284.83606
5.255.112.208,Spoofed,2,4,779,7,774,5,414.8318241,0.0,48083.0,2227.3466,16313.5,2066.0,33419.0,13090.05093
88.142.222.13,Spoofed,2,4,1072,6,1067,5,301.2307692,0.0,48041.0,1896.114939,37887.5,480.0,77124.0,35151.18311
37.46.208.109,Spoofed,2,4,1103,4,1100,3,291.878071,0.0,48037.0,1884.448667,19642.5,4482.0,34803.0,15160.5
95.216.136.46,Spoofed,2,4,812,6,808,4,398.4659232,0.0,49843.0,2241.253612,50362.0,210.0,76144.0,35467.50404
51.81.253.202,Spoofed,2,5,56,7,52,4,5776.607843,0.0,104020.0,17925.55336,67875.33333,9388.0,174255.0,75346.04
185.141.56.27,Spoofed,2,4,1635,6,1630,5,197.3069368,0.0,48901.0,1546.703224,18213.75,113.0,41113.0,18142.2208
185.162.251.135,Spoofed,2,5,1741,7,1732,9,185.6308492,0.0,47968.0,1487.069679,43441.375,454.0,207919.0,67807.41953
85.50.3.223,Spoofed,2,4,1038,7,1033,5,311.1162791,0.0,48489.0,1943.854106,39661.0,653.0,77866.0,36554.00455
50.118.225.160,Spoofed,2,5,1050,5,1046,4,307.323445,0.0,47967.0,1911.904669,110152.0,13899.0,217988.0,83720.58447
128.14.129.10,Real,1,1,1,1,0,1,,,,,,,,
217.182.75.0,Spoofed,2,5,2029,5,2024,5,158.8699951,0.0,47963.0,1381.208834,84941.25,103.0,259501.0,105925.7536
82.165.101.234,Spoofed,2,6,833,6,824,9,390.0315917,0.0,48073.0,2172.676418,60095.875,952.0,185595.0,67610.92902
82.67.33.39,Spoofed,2,2,6,3,5,1,11073.75,845.0,25541.0,9001.281503,,,,
217.160.250.166,Spoofed,2,3,15,6,10,5,23450.0,145.0,95139.0,32395.22565,15594.75,533.0,33077.0,14951.92336
92.199.57.253,Spoofed,2,5,33,6,28,5,10816.77778,0.0,82243.0,19058.63808,57248.5,2250.0,174097.0,69631.82011
174.138.26.166,Real,1,1,1,1,0,1,,,,,,,,
79.57.55.161,Spoofed,2,4,1079,6,1074,5,298.8667288,0.0,47970.0,1884.624717,30355.5,517.0,91997.0,36301.25758
79.137.198.213,Spoofed,2,4,2109,5,2107,2,152.6671415,0.0,47924.0,1349.38764,37589.0,37589.0,37589.0,0.0
192.9.235.157,Spoofed,2,5,842,4,840,2,382.9356377,0.0,49196.0,2177.564154,220425.0,220425.0,220425.0,0.0
84.247.182.24,Spoofed,2,5,24,7,19,5,14146.83333,0.0,70235.0,19856.83548,62515.75,3283.0,183026.0,70868.79989
37.1.204.243,Spoofed,2,4,1162,6,1158,4,277.900605,0.0,48321.0,1829.672735,16710.33333,125.0,30970.0,12699.34514
174.129.141.205,Spoofed,2,4,28,6,23,5,13723.18182,0.0,70304.0,19459.14615,17679.0,224.0,25587.0,10159.7982
213.34.104.54,Spoofed,2,5,1003,6,998,5,322.4092277,0.0,48122.0,1964.255488,84283.75,631.0,202525.0,74882.29312
213.108.115.32,Spoofed,2,4,1047,5,1043,4,308.3752399,0.0,48289.0,1932.726963,24775.33333,1006.0,52345.0,21130.62754
85.23.104.222,Spoofed,2,5,1035,4,1032,3,311.7303589,0.0,48334.0,1929.404705,109803.0,22157.0,197449.0,87646.0
185.189.125.22,Spoofed,2,4,1232,5,1228,4,262.0105949,0.0,48214.0,1767.356393,15399.0,41.0,41984.0,18873.93192
65.26.123.100,Spoofed,2,5,1090,6,1082,8,297.2867715,0.0,48177.0,1881.517774,36912.0,633.0,184673.0,60830.86051
15.204.73.51,Spoofed,2,5,1894,6,1888,6,170.2056174,0.0,48175.0,1433.123268,66694.2,172.0,174011.0,64239.93226
2.204.217.46,Spoofed,2,5,1056,7,1049,7,306.2519084,0.0,49671.0,1958.04094,57138.16667,1016.0,180156.0,64606.53943
135.125.89.25,Spoofed,2,4,1935,7,1925,10,167.0738046,0.0,48003.0,1411.44346,21386.0,213.0,133260.0,39890.13259
162.247.74.201,Real,1,1,1,1,0,1,,,,,,,,
185.238.129.76,Spoofed,2,5,1018,6,1012,6,317.9228487,0.0,48462.0,1958.748845,51745.0,185.0,214150.0,82900.86634
62.210.131.119,Spoofed,2,5,841,7,834,7,385.6938776,0.0,49844.0,2191.718472,42929.0,543.0,198788.0,70452.36258
176.96.137.184,Spoofed,2,5,1054,6,1050,4,306.1334604,0.0,49556.0,1941.878636,78656.33333,27966.0,179670.0,71427.60583
185.220.101.102,Real,1,2,2,1,0,2,,,,,186977.0,186977.0,186977.0,0.0
108.62.132.38,Spoofed,2,5,988,7,977,11,329.3391393,0.0,48190.0,1990.027495,33416.3,719.0,175520.0,52899.15304
47.236.192.38,Real,1,1,1,1,0,1,,,,,,,,
37.114.53.44,Spoofed,2,5,1169,7,1160,9,277.377912,0.0,48499.0,1822.655004,32092.875,277.0,176802.0,55809.68395
178.162.154.226,Spoofed,2,5,1183,5,1179,4,272.9448217,0.0,48556.0,1819.986034,113548.3333,56745.0,197187.0,60393.65407
185.233.104.172,Spoofed,2,5,1650,7,1646,4,195.2291793,0.0,48040.0,1536.999252,113295.3333,5720.0,255328.0,104774.4221
99.101.250.42,Spoofed,2,4,1090,6,1087,3,294.893186,0.0,48859.0,1896.390357,38206.5,9664.0,66749.0,28542.5
45.134.226.157,Spoofed,2,5,1108,7,1098,10,291.6025524,0.0,48004.0,1859.524221,38213.11111,383.0,173834.0,56667.43616
23.95.72.82,Spoofed,2,4,798,5,792,6,406.1845765,0.0,49706.0,2261.347103,26377.2,38.0,76740.0,28676.08204
65.108.136.189,Spoofed,2,5,61,7,19,42,15734.94444,363.0,106695.0,28257.8874,10719.90244,0.0,357750.0,56081.40609
193.168.143.166,Spoofed,2,4,1041,5,1037,4,309.3542471,0.0,47931.0,1919.674231,4806.0,18.0,13020.0,5834.729814
132.248.241.5,Spoofed,2,4,1000,6,996,4,322.6070352,0.0,48036.0,1983.247162,22084.66667,8853.0,39043.0,12603.57247
150.240.66.5,Spoofed,1,2,6,6,0,6,,,,,7928.8,7.0,16173.0,5163.454363
173.255.236.85,Spoofed,2,4,1360,5,1356,4,237.2221402,0.0,48931.0,1703.909155,51248.66667,567.0,88648.0,37165.225
188.245.58.41,Spoofed,2,6,2030,8,1979,51,161.817998,0.0,48247.0,1405.746037,8594.66,0.0,181079.0,35341.35981
133.232.161.44,Spoofed,2,4,25,4,23,2,13063.09091,0.0,87021.0,23105.53634,66271.0,66271.0,66271.0,0.0
37.60.243.121,Spoofed,2,5,876,7,868,8,370.2110727,0.0,48255.0,2111.28821,26493.57143,440.0,178478.0,62050.02527
140.78.100.15,Spoofed,2,4,1013,6,1008,5,317.9632572,0.0,49073.0,1974.919794,39899.0,19270.0,88303.0,28447.01579
51.195.121.102,Spoofed,2,4,2042,7,2035,7,157.9749263,0.0,48987.0,1390.560594,26392.5,570.0,78485.0,26955.35611
79.110.193.183,Spoofed,2,4,1027,5,1025,2,313.4326172,0.0,48840.0,1952.619195,6900.0,6900.0,6900.0,0.0
179.43.159.194,Spoofed,2,5,1770,6,1763,7,182.5045403,0.0,47927.0,1482.596578,42036.0,139.0,177963.0,62130.76162
65.21.172.124,Spoofed,2,6,872,7,830,42,387.7768396,0.0,50749.0,2229.54138,12868.12195,0.0,175988.0,39632.5191
23.188.56.157,Spoofed,2,4,1044,6,1037,7,310.1872587,0.0,47884.0,1918.932844,25401.83333,22.0,84360.0,31201.37409
192.42.116.208,Real,1,2,23,3,0,23,,,,,8031.818182,0.0,151673.0,31358.55044
213.255.226.246,Spoofed,2,5,1048,6,1042,6,308.4774256,0.0,48319.0,1931.923014,49201.6,113.0,191761.0,72367.31607
62.171.137.169,Spoofed,2,5,1822,6,1817,5,176.8452643,0.0,48112.0,1459.551371,61342.75,4793.0,185313.0,73741.58996
204.8.99.152,Spoofed,2,5,37,7,26,11,12403.92,0.0,75799.0,20740.99746,34520.4,674.0,174911.0,52834.51934
170.176.230.81,Spoofed,2,4,22,6,18,4,13270.58824,0.0,71850.0,20448.82629,42051.66667,2442.0,112306.0,49811.95519
185.17.0.14,Real,1,1,5,4,0,5,,,,,782.25,0.0,2306.0,906.1319923
164.90.186.126,Real,1,1,1,1,0,1,,,,,,,,
46.29.163.184,Spoofed,2,4,1200,6,1197,3,268.8043478,0.0,49319.0,1816.267842,68239.0,58328.0,78150.0,9911.0
84.133.87.201,Spoofed,2,4,25,5,21,4,15508.3,0.0,151703.0,35532.50509,51924.66667,12238.0,104907.0,38982.61967
193.218.118.94,Spoofed,2,4,1077,5,1075,2,299.0586592,0.0,48181.0,1891.715155,51375.0,51375.0,51375.0,0.0
138.3.243.244,Spoofed,2,4,914,5,912,2,352.8188804,0.0,48563.0,2068.303295,40799.0,40799.0,40799.0,0.0
192.99.152.50,Spoofed,2,4,1987,7,1979,8,162.4277048,0.0,48365.0,1405.43349,21190.0,684.0,82263.0,28946.01462
130.51.200.136,Spoofed,2,4,1045,6,1041,4,308.4375,0.0,49522.0,1954.188572,17800.66667,10537.0,24224.0,5619.199963
204.111.44.76,Spoofed,2,3,888,7,883,5,261.1020408,0.0,29063.0,1314.98994,14215.75,2909.0,24473.0,8773.055094
82.165.70.65,Spoofed,2,5,797,7,791,6,406.7303797,0.0,49518.0,2243.896401,41162.8,805.0,179229.0,69335.01133
107.189.30.49,Spoofed,2,5,1926,6,1923,3,167.2247659,0.0,48290.0,1422.119065,121307.5,70483.0,172132.0,50824.5
139.99.172.11,Spoofed,2,5,3029,6,3024,5,106.309957,0.0,48225.0,1133.538487,64669.5,402.0,183680.0,73853.72039
51.15.232.19,Spoofed,2,4,866,5,863,3,372.4976798,0.0,48396.0,2112.435686,26376.0,23537.0,29215.0,2839.0
129.152.2.215,Spoofed,2,4,999,5,996,3,323.0,0.0,48382.0,1972.038494,59107.0,39384.0,78830.0,19723.0
204.8.96.152,Spoofed,2,5,2666,6,2658,8,120.8325179,0.0,48087.0,1211.039446,49516.57143,3149.0,182664.0,60467.76455
152.67.66.41,Spoofed,2,4,790,6,786,4,409.0726115,0.0,47969.0,2220.240144,33023.0,402.0,93273.0,42651.90024
15.204.140.9,Spoofed,2,4,2018,7,2009,9,159.9452191,0.0,48036.0,1392.016971,20036.0,127.0,87565.0,27101.16207
93.13.90.186,Spoofed,2,5,38,6,31,7,9768.233333,119.0,70269.0,20819.12336,57816.16667,3415.0,184247.0,63475.08803
74.63.247.219,Spoofed,2,4,1150,6,1146,4,280.7790393,0.0,48235.0,1833.737079,53598.66667,18168.0,109435.0,39955.89023
220.72.63.220,Spoofed,2,4,40,5,37,3,7987.083333,0.0,77082.0,17081.29008,30856.0,11292.0,50420.0,19564.0
46.149.125.9,Spoofed,2,4,1164,6,1159,5,277.433506,0.0,47963.0,1816.633738,19080.75,772.0,54265.0,21724.4502
138.201.55.70,Spoofed,2,5,71,7,17,54,14178.0,104.0,178618.0,42569.61871,8097.0,0.0,225712.0,38389.46901
185.106.123.50,Spoofed,2,5,1055,7,1047,8,307.3365201,0.0,48705.0,1942.657544,47408.85714,103.0,214794.0,73373.27424
144.217.87.28,Spoofed,2,4,2037,5,2033,4,158.1284449,0.0,48537.0,1384.750647,25531.66667,4502.0,61461.0,25528.83298
37.228.129.5,Spoofed,2,5,1601,6,1598,3,200.4489668,0.0,47925.0,1548.431419,91761.0,2490.0,181032.0,89271.0
198.46.131.156,Spoofed,2,4,764,7,759,5,424.171504,0.0,50608.0,2328.196895,40341.5,1638.0,88440.0,34416.18681
85.7.63.84,Spoofed,2,5,1019,6,1014,5,317.2438302,0.0,48094.0,1950.007577,64454.5,10024.0,177112.0,66513.56601
178.165.126.221,Spoofed,2,4,990,6,985,5,326.4095528,0.0,48245.0,1992.540723,39966.75,34.0,111506.0,44575.74334
65.21.87.22,Spoofed,2,6,832,7,782,50,410.8271447,0.0,49204.0,2245.275391,8978.265306,0.0,185663.0,35823.7924
65.21.98.67,Spoofed,2,6,849,7,803,46,398.2917706,0.0,48001.0,2194.293687,8693.844444,0.0,183228.0,36869.68106
5.161.78.19,Spoofed,2,5,28,7,22,6,13880.52381,150.0,105076.0,27059.62839,51113.8,3670.0,187672.0,68867.18362
158.247.251.1,Spoofed,2,5,990,4,987,3,325.6419878,0.0,48603.0,2002.101815,126698.5,1122.0,252275.0,125576.5
186.192.106.117,Spoofed,2,5,1044,7,1037,7,309.6341699,0.0,48250.0,1934.59544,55709.0,2862.0,198112.0,69728.60229
192.121.44.27,Spoofed,2,5,1055,6,1049,6,306.2528626,0.0,48079.0,1917.940436,73965.8,5585.0,178621.0,64529.8836
205.185.119.222,Spoofed,2,5,733,6,730,3,439.9108368,0.0,48613.0,2300.471164,165632.5,77740.0,253525.0,87892.5
46.17.96.130,Spoofed,2,4,1045,6,1042,3,308.196926,0.0,48254.0,1932.617816,8275.5,1716.0,14835.0,6559.5
157.90.250.217,Spoofed,2,6,842,7,797,45,403.798995,0.0,51874.0,2292.797769,4176.704545,0.0,177040.0,26363.28242
93.95.227.119,Spoofed,2,5,32,4,31,1,9566.233333,0.0,90805.0,18998.57021,,,,
104.244.76.24,Spoofed,2,4,791,5,788,3,408.3049555,0.0,48787.0,2249.15501,13737.0,6001.0,21473.0,7736.0
172.236.100.178,Spoofed,2,5,974,7,968,6,332.5449845,0.0,49439.0,2034.197446,67814.2,5623.0,177071.0,67019.24407
5.250.179.163,Spoofed,2,5,1089,5,1085,4,296.4142066,0.0,49863.0,1926.466102,109852.3333,65413.0,171434.0,44948.17612
67.219.107.200,Spoofed,2,5,1010,6,1005,5,319.9113546,0.0,48041.0,1979.305689,64688.0,3287.0,227475.0,94351.80274
192.42.116.203,Spoofed,2,4,1828,5,1824,4,176.3521668,0.0,48640.0,1458.495174,13784.66667,95.0,21239.0,9692.839981
185.56.150.244,Spoofed,2,5,1035,7,1027,8,313.1705653,0.0,48000.0,1936.546081,36906.57143,111.0,184762.0,61404.836
