src_ip,Label,distinct_sources,days_seen,total_incidents,unique_dst_ip,src_port_zero_count,src_port_nonzero_count,src_port_zero_avg_inter_arrival_time,src_port_zero_min_inter_arrival_time,src_port_zero_max_inter_arrival_time,src_port_zero_stddev_inter_arrival_time,src_port_nonzero_avg_inter_arrival_time,src_port_nonzero_min_inter_arrival_time,src_port_nonzero_max_inter_arrival_time,src_port_nonzero_stddev_inter_arrival_time
180.34.59.226,Spoofed,2,5,28,6,23,5,12942.63636,0.0,107294.0,26530.27596,83620.0,167.0,222359.0,91729.62078
23.157.136.252,Spoofed,2,5,1672,7,1664,8,193.1809982,0.0,48124.0,1518.634993,54221.71429,2962.0,180973.0,63242.40932
204.8.96.119,Spoofed,2,4,2633,6,2628,5,122.3779977,0.0,48532.0,1229.769462,18733.0,246.0,69918.0,29584.50434
31.24.227.39,Spoofed,2,5,33,6,30,3,8634.103448,0.0,63437.0,14224.87912,129630.0,62391.0,196869.0,67239.0
154.213.186.63,Spoofed,2,4,1141,5,1139,2,282.5456942,0.0,48189.0,1843.010827,30393.0,30393.0,30393.0,0.0
23.229.7.34,Spoofed,2,4,27,5,23,4,13432.68182,0.0,86673.0,25989.76785,23929.66667,5568.0,44694.0,16063.2204
51.81.93.37,Spoofed,2,4,1945,5,1943,2,165.4243048,0.0,47964.0,1411.971915,86427.0,86427.0,86427.0,0.0
49.177.125.155,Spoofed,2,5,43,5,39,4,8138.394737,0.0,58497.0,12942.92946,113623.0,10125.0,249516.0,100379.5787
109.104.154.185,Spoofed,2,3,13,3,12,1,19255.09091,0.0,61349.0,18997.02825,,,,
57.128.180.74,Spoofed,2,4,1975,5,1972,3,163.0994419,0.0,47852.0,1403.672681,11934.0,6504.0,17364.0,5430.0
185.100.87.139,Spoofed,2,5,1547,7,1540,7,208.7634828,0.0,49470.0,1604.965232,55636.33333,2981.0,207204.0,72306.92209
162.55.107.247,Spoofed,2,6,858,7,809,49,397.0272277,0.0,48046.0,2230.089576,8771.541667,0.0,183059.0,35573.64799
37.221.195.103,Spoofed,2,5,865,6,859,6,373.3799534,0.0,49300.0,2160.826456,66813.0,294.0,203210.0,74881.96805
109.204.189.136,Spoofed,2,4,40,7,33,7,6997.53125,0.0,77284.0,14520.04631,35299.83333,253.0,182439.0,66044.30311
91.132.146.135,Spoofed,2,5,1032,6,1026,6,313.4478049,0.0,48180.0,1939.793203,68319.4,175.0,175474.0,79778.57451
190.2.133.227,Spoofed,2,4,1220,5,1217,3,264.2771382,0.0,48004.0,1781.521161,49352.5,9360.0,89345.0,39992.5
185.220.101.99,Spoofed,2,5,2357,6,2351,6,136.7553191,0.0,48189.0,1283.941577,51033.6,2222.0,179577.0,66551.46295
152.86.12.4,Spoofed,2,4,1008,6,1002,6,320.7312687,0.0,49417.0,1985.013396,31158.6,15.0,84000.0,30555.82761
45.66.35.21,Spoofed,2,5,2134,6,2129,5,151.0244361,0.0,49155.0,1364.501297,65272.75,4138.0,183622.0,69880.54178
172.245.234.135,Spoofed,2,4,791,6,785,6,409.247449,0.0,47969.0,2242.987078,25452.0,20.0,80880.0,29813.69339
188.68.46.245,Spoofed,2,5,1670,7,1665,5,193.2151442,0.0,48426.0,1528.957663,85745.75,11423.0,180379.0,61150.84321
45.129.182.225,Spoofed,2,4,953,6,950,3,338.6564805,0.0,48288.0,2009.313126,9807.5,202.0,19413.0,9605.5
107.189.7.161,Spoofed,2,4,1582,5,1576,6,203.6406349,0.0,48046.0,1561.06532,14320.2,1283.0,31153.0,11015.48645
46.231.93.216,Spoofed,2,5,1630,6,1624,6,197.5871842,0.0,47885.0,1531.770417,51831.2,387.0,171250.0,61480.75217
46.246.126.62,Spoofed,2,5,1038,5,1034,4,311.1210068,0.0,48126.0,1920.974652,78287.0,960.0,232324.0,108920.8985
107.21.90.49,Spoofed,2,3,8,5,5,3,13647.0,3830.0,28875.0,9569.900026,75569.5,53147.0,97992.0,22422.5
185.205.126.14,Spoofed,2,3,19,7,10,9,19010.44444,0.0,67011.0,25297.82942,19830.75,255.0,84026.0,25673.66626
93.55.235.232,Spoofed,2,5,1030,4,1028,2,311.7400195,0.0,48214.0,1933.120422,261607.0,261607.0,261607.0,0.0
46.232.251.191,Spoofed,2,5,2053,5,2050,3,156.3836018,0.0,48071.0,1367.168564,118366.5,7622.0,229111.0,110744.5
151.51.128.151,Spoofed,2,5,1061,6,1056,5,304.6853081,0.0,48129.0,1905.406455,64911.5,308.0,188654.0,75313.57102
18.116.200.26,Spoofed,2,4,1481,5,1476,5,217.92,0.0,48555.0,1629.887222,40399.5,6815.0,88273.0,29832.00058
124.187.101.155,Spoofed,2,5,1065,7,1059,6,303.8667297,0.0,48960.0,1916.749823,51852.4,5875.0,182834.0,66546.18237
195.52.163.125,Spoofed,2,3,13,4,9,4,21929.5,0.0,69168.0,27248.21862,13053.0,3425.0,27695.0,10523.41427
172.245.251.203,Spoofed,2,5,770,5,765,5,419.8638743,0.0,47889.0,2258.387729,65429.25,54.0,204196.0,81957.11511
23.137.253.108,Spoofed,2,5,2034,6,2028,6,158.596448,0.0,48441.0,1381.118994,50845.2,3052.0,176097.0,64241.08148
49.49.5.124,Spoofed,2,4,31,6,28,3,10841.92593,0.0,82731.0,22878.20118,60366.5,26599.0,94134.0,33767.5
95.216.76.217,Spoofed,2,5,846,7,796,50,404.1698113,0.0,48380.0,2237.979795,8976.244898,0.0,377336.0,53748.02038
217.76.139.49,Spoofed,2,4,845,7,841,4,382.702381,0.0,49392.0,2201.452657,49882.33333,18741.0,98375.0,34748.57374
109.173.162.209,Spoofed,2,5,33,6,23,10,11588.90909,0.0,75870.0,19060.25073,37445.77778,141.0,184419.0,56929.09174
192.42.116.219,Spoofed,2,5,1867,5,1864,3,172.0386473,0.0,48211.0,1435.638987,120173.5,2557.0,237790.0,117616.5
185.40.4.94,Spoofed,2,5,2069,5,2062,7,155.9868996,0.0,48218.0,1366.066195,55756.0,7456.0,191362.0,65581.34702
54.173.42.174,Spoofed,2,5,25,6,22,3,13818.80952,154.0,58545.0,17336.38158,93656.0,4057.0,183255.0,89599.0
129.13.131.140,Spoofed,2,5,1024,7,1013,11,315.9051383,0.0,48680.0,1955.639664,26175.9,33.0,191767.0,55881.34351
165.232.157.119,Real,1,1,1,1,0,1,,,,,,,,
195.90.208.182,Spoofed,2,5,1036,6,1031,5,311.961165,0.0,48661.0,1943.884692,64511.75,2409.0,239198.0,100904.4684
46.101.178.190,Spoofed,2,4,853,4,851,2,377.46,0.0,48317.0,2139.549798,117167.0,117167.0,117167.0,0.0
85.215.34.3,Spoofed,2,5,1074,7,1064,10,302.0432738,0.0,48086.0,1895.707766,28742.0,29.0,182240.0,55239.93237
109.70.100.67,Spoofed,2,4,2069,5,2066,3,155.7002421,0.0,48043.0,1364.190815,14876.5,11778.0,17975.0,3098.5
38.152.53.253,Spoofed,2,5,1551,6,1545,6,208.1373057,0.0,48120.0,1586.837094,75474.0,29.0,248154.0,90413.87861
149.50.128.55,Spoofed,2,5,1543,7,1535,8,209.4426336,0.0,49283.0,1606.181728,48465.71429,344.0,183072.0,60879.66344
195.201.34.213,Spoofed,2,5,841,7,794,47,405.4047919,0.0,48874.0,2218.76643,11391.28261,0.0,378198.0,56263.74806
195.201.147.230,Spoofed,2,4,784,6,782,2,411.4609475,0.0,48465.0,2219.809223,132820.0,132820.0,132820.0,0.0
142.93.38.158,Spoofed,2,4,21,5,19,2,16030.22222,356.0,89848.0,25419.36539,2915.0,2915.0,2915.0,0.0
185.162.251.122,Spoofed,2,5,1618,5,1612,6,199.5158287,0.0,49047.0,1569.515537,50774.4,114.0,177649.0,65494.90029
135.148.100.233,Spoofed,2,4,2015,7,2006,9,160.2099751,0.0,47892.0,1382.582009,9340.375,277.0,57356.0,18245.53117
18.234.128.65,Spoofed,2,5,31,7,24,7,10430.04348,156.0,66289.0,16140.72096,85353.66667,415.0,321471.0,108734.7449
120.27.20.32,Real,1,1,1,1,0,1,,,,,,,,
132.145.83.161,Spoofed,2,5,772,6,768,4,418.2190352,0.0,49400.0,2368.944668,74704.33333,3419.0,202243.0,90392.01247
185.230.161.221,Spoofed,2,5,1039,6,1035,4,310.7417795,0.0,48263.0,1925.469106,115805.0,20277.0,240016.0,91972.25269
185.163.204.43,Spoofed,2,4,1017,6,1014,3,317.2033564,0.0,48402.0,1966.923316,94458.0,29999.0,158917.0,64459.0
185.220.100.240,Spoofed,2,5,2032,7,2026,6,158.6987654,0.0,48695.0,1388.769505,52393.8,175.0,259098.0,103353.9195
162.0.220.203,Spoofed,2,4,1080,6,1074,6,299.6365331,0.0,48180.0,1901.902356,13390.8,446.0,41915.0,16309.69515
176.97.124.126,Spoofed,2,4,31,4,29,2,10366.46429,0.0,77817.0,20294.21551,26020.0,26020.0,26020.0,0.0
45.137.205.137,Spoofed,2,4,1045,6,1042,3,308.3957733,0.0,48290.0,1930.005064,36739.0,19305.0,54173.0,17434.0
206.116.52.57,Spoofed,2,4,1010,5,1004,6,320.1206381,0.0,48070.0,1954.665866,10733.2,1136.0,36072.0,12845.56881
116.203.251.220,Spoofed,2,6,826,7,778,48,413.5842986,0.0,48925.0,2255.930644,7811.723404,0.0,185380.0,35971.90742
45.83.104.137,Real,1,2,3,2,0,3,,,,,94247.5,9426.0,179069.0,84821.5
192.42.116.210,Real,1,2,19,3,0,19,,,,,11378.61111,4.0,179392.0,40801.6873
71.112.202.86,Spoofed,2,4,1077,6,1070,7,300.6529467,0.0,48433.0,1935.397902,12077.33333,699.0,59351.0,21316.42211
217.170.194.105,Spoofed,2,5,1072,6,1064,8,302.4741298,0.0,48117.0,1903.58895,48505.71429,18.0,211109.0,71736.39001
194.62.157.7,Spoofed,2,5,39,7,30,9,10569.7931,0.0,70850.0,20207.3933,43594.375,1496.0,172417.0,58509.18643
82.66.109.102,Spoofed,2,5,1014,5,1010,4,318.6501487,0.0,48224.0,1968.968425,74188.0,1504.0,196350.0,86899.54082
141.147.16.66,Spoofed,2,5,860,7,852,8,377.226792,0.0,49412.0,2166.305512,48782.0,370.0,184476.0,60713.18717
185.154.110.142,Spoofed,2,4,2332,5,2329,3,138.1297251,0.0,48638.0,1294.203009,38120.0,965.0,75275.0,37155.0
176.58.121.159,Spoofed,2,4,1429,7,1424,5,225.5558679,0.0,48032.0,1644.948835,34380.5,782.0,88374.0,32684.54336
107.140.222.107,Spoofed,2,4,1074,6,1072,2,300.0690943,0.0,48036.0,1894.82393,229.0,229.0,229.0,0.0
95.169.191.6,Spoofed,2,4,1049,7,1045,4,307.9818008,0.0,48323.0,1917.645014,54229.33333,1965.0,156995.0,72669.86412
85.3.232.10,Spoofed,2,4,1028,6,1022,6,314.7590597,0.0,48711.0,1949.682406,15186.4,302.0,27453.0,9526.621848
81.2.191.34,Spoofed,2,4,1005,5,1001,4,320.974,0.0,49792.0,2000.574319,50312.66667,12042.0,86002.0,30249.16375
107.189.1.198,Spoofed,2,4,1499,7,1495,4,215.184739,0.0,48778.0,1618.944495,35067.33333,5357.0,88371.0,37774.02178
185.157.162.123,Spoofed,2,5,41,5,38,3,8043.567568,0.0,74574.0,16332.93855,167817.5,118687.0,216948.0,49130.5
194.55.13.49,Spoofed,2,5,1676,5,1673,3,192.2063397,0.0,49965.0,1548.859958,92222.5,579.0,183866.0,91643.5
185.255.123.31,Spoofed,2,5,25,7,20,5,15067.15789,352.0,85474.0,24802.30562,62566.5,2701.0,184231.0,71329.68768
79.57.55.162,Spoofed,2,4,1076,5,1074,2,299.1817335,0.0,50010.0,1937.00772,1297.0,1297.0,1297.0,0.0
94.72.118.116,Spoofed,2,4,1073,6,1069,4,300.7172285,0.0,47886.0,1900.656058,42360.0,50.0,87360.0,35694.87452
38.102.84.190,Spoofed,2,4,28,5,25,3,12366.125,0.0,95802.0,24088.2161,2053.0,582.0,3524.0,1471.0
206.81.31.227,Real,1,2,2,1,0,2,,,,,180959.0,180959.0,180959.0,0.0
131.153.152.146,Spoofed,2,4,1084,5,1080,4,297.7859129,0.0,48471.0,1902.341448,52671.66667,912.0,117047.0,48243.83097
91.89.218.178,Spoofed,2,4,1037,7,1033,4,311.6036822,0.0,49757.0,1987.1721,51731.33333,20683.0,109892.0,41157.18151
85.215.138.207,Spoofed,2,5,1028,6,1021,7,314.6460784,0.0,49107.0,1970.881576,56172.83333,3861.0,178829.0,60185.21531
94.230.208.147,Spoofed,2,4,2033,7,2026,7,158.6716049,0.0,48081.0,1375.209696,12346.16667,1131.0,25181.0,9798.947927
64.227.172.91,Spoofed,2,5,20,7,14,6,17817.0,838.0,134869.0,35797.68601,66756.0,8497.0,227990.0,84865.23757
86.144.43.52,Spoofed,2,4,1017,8,1012,5,317.9198813,0.0,47928.0,1942.196795,18704.5,1093.0,46006.0,16993.74494
176.97.79.138,Spoofed,2,4,1079,4,1077,2,298.6672862,0.0,48193.0,1903.813121,147317.0,147317.0,147317.0,0.0
193.105.134.155,Spoofed,2,5,2098,6,2090,8,153.8166587,0.0,47778.0,1353.230572,48054.14286,59.0,212176.0,72034.59314
103.178.235.10,Real,1,1,4,2,0,4,,,,,8918.333333,947.0,19524.0,7809.439431
67.219.109.141,Spoofed,2,4,1964,6,1959,5,164.1583248,0.0,48045.0,1400.489125,38691.5,18221.0,84524.0,26680.40233
209.141.54.203,Spoofed,2,4,1552,5,1549,3,207.3462532,0.0,48220.0,1576.418721,35569.0,13029.0,58109.0,22540.0
50.35.63.125,Spoofed,2,4,1052,4,1051,1,305.8009524,0.0,48042.0,1906.26743,,,,
82.223.39.79,Spoofed,2,5,829,6,825,4,389.9805825,0.0,49785.0,2198.499253,80246.33333,4535.0,216543.0,96573.9267
204.8.96.174,Spoofed,2,5,2689,6,2683,6,119.8545861,0.0,48082.0,1198.810875,67236.6,5652.0,181125.0,68246.0853
198.12.116.55,Spoofed,2,4,817,5,815,2,394.7358722,0.0,48264.0,2201.354458,45360.0,45360.0,45360.0,0.0
185.35.202.222,Spoofed,2,4,2340,7,2335,5,137.667952,0.0,49647.0,1311.80174,37085.25,7139.0,76562.0,25072.20444
82.165.133.30,Spoofed,2,4,850,5,848,2,379.5053129,0.0,48454.0,2134.703847,2961.0,2961.0,2961.0,0.0
23.92.34.106,Spoofed,2,4,1069,6,1066,3,301.4882629,0.0,48077.0,1893.0222,9750.0,852.0,18648.0,8898.0
45.91.101.227,Spoofed,2,5,1208,7,1200,8,268.2018349,0.0,49188.0,1815.623803,48131.14286,1437.0,179286.0,59950.85009
37.114.57.182,Spoofed,2,5,1032,7,1026,6,313.5404878,0.0,48307.0,1942.059796,52260.8,902.0,219406.0,84702.38911
193.233.133.109,Spoofed,2,5,2152,4,2151,1,149.5167442,0.0,47856.0,1329.436271,,,,
208.115.230.123,Spoofed,2,4,1224,7,1217,7,264.2837171,0.0,48598.0,1788.336958,26269.5,3911.0,102370.0,34818.20415
94.131.119.29,Spoofed,2,5,1034,5,1031,3,311.6252427,0.0,48038.0,1923.822078,164759.0,151734.0,177784.0,13025.0
149.56.22.133,Spoofed,2,5,3920,6,3914,6,82.14771275,0.0,51128.0,1030.860461,67639.4,6013.0,176667.0,60648.93356
137.74.119.109,Spoofed,2,5,1546,5,1544,2,208.3551523,0.0,48361.0,1583.912707,188571.0,188571.0,188571.0,0.0
103.203.57.21,Real,1,1,1,1,0,1,,,,,,,,
37.48.120.196,Spoofed,2,5,1304,6,1301,3,247.1861538,0.0,48291.0,1722.764808,128438.0,367.0,256509.0,128071.0
94.142.241.41,Spoofed,2,4,1061,5,1059,2,303.8695652,0.0,48008.0,1900.733678,6626.0,6626.0,6626.0,0.0
62.113.200.163,Spoofed,2,5,1239,6,1233,6,260.8863636,0.0,49161.0,1794.29157,65193.6,21032.0,174710.0,58891.61564
207.90.194.2,Spoofed,2,4,1070,7,1064,6,302.4609595,0.0,48507.0,1906.915676,30106.6,5705.0,103809.0,37157.98077
5.255.123.164,Spoofed,2,4,1521,5,1519,2,211.1482213,0.0,48009.0,1586.087002,14059.0,14059.0,14059.0,0.0
185.220.101.24,Spoofed,2,5,2418,7,2408,10,133.3003739,0.0,48323.0,1271.524241,38012.44444,962.0,169988.0,51843.86757
46.148.21.67,Spoofed,2,4,1180,6,1175,5,273.8517888,0.0,48407.0,1815.937217,19082.75,3748.0,50815.0,18756.53685
84.19.176.161,Spoofed,2,5,1063,6,1058,5,304.1854305,0.0,48175.0,1899.855689,64773.5,0.0,248982.0,106385.2765
195.52.138.167,Spoofed,1,1,6,4,0,6,,,,,2224.8,506.0,4477.0,1342.879205
103.214.5.96,Spoofed,2,4,1085,6,1080,5,297.849861,0.0,48707.0,1892.145838,35891.0,4608.0,78168.0,31218.72453
200.122.181.2,Spoofed,2,4,2109,6,2106,3,152.4902613,0.0,48387.0,1358.574462,13384.5,45.0,26724.0,13339.5
185.162.251.94,Spoofed,2,5,1691,6,1685,6,190.72981,0.0,48040.0,1518.987982,52362.0,806.0,170719.0,61404.77606
37.252.187.14,Spoofed,2,5,1161,7,1155,6,278.6507799,0.0,49037.0,1839.627656,50425.6,3698.0,179317.0,65877.23424
217.83.235.216,Spoofed,2,5,32,6,28,4,10515.88889,0.0,90844.0,22626.59255,86730.33333,1481.0,253810.0,118151.4103
190.211.254.76,Spoofed,2,5,1022,5,1020,2,315.3562316,0.0,48006.0,1957.990774,332369.0,332369.0,332369.0,0.0
141.148.232.210,Spoofed,2,5,887,5,881,6,365.0409091,0.0,48355.0,2104.201762,50025.0,3723.0,174784.0,64002.35801
185.66.91.18,Spoofed,2,5,1013,6,1010,3,316.1100099,0.0,47813.0,1942.278431,126835.0,75985.0,177685.0,50850.0
46.226.105.136,Spoofed,2,5,1084,4,1083,1,297.1155268,0.0,48681.0,1893.87848,,,,
155.138.255.113,Spoofed,2,5,35,5,33,2,8992.84375,254.0,69731.0,16334.98134,242056.0,242056.0,242056.0,0.0
217.160.247.34,Spoofed,2,4,859,6,856,3,375.9438596,0.0,48505.0,2125.599497,6139.0,973.0,11305.0,5166.0
90.120.178.239,Spoofed,2,4,1082,5,1079,3,298.1975881,0.0,48050.0,1885.866035,9993.0,9687.0,10299.0,306.0
3.89.83.238,Spoofed,2,3,14,6,8,6,24802.85714,390.0,58327.0,24656.35036,21647.6,261.0,77111.0,28022.62935
179.43.182.33,Spoofed,2,4,926,5,923,3,348.3199566,0.0,48205.0,2039.616477,37864.0,18493.0,57235.0,19371.0
185.220.101.86,Spoofed,2,5,2494,6,2488,6,129.0719743,0.0,48078.0,1246.298743,51519.4,539.0,198949.0,75130.98054
185.246.189.77,Spoofed,2,4,1742,5,1740,2,184.8062105,0.0,48114.0,1486.662127,108638.0,108638.0,108638.0,0.0
168.181.185.147,Spoofed,2,4,1025,6,1019,6,315.6218075,0.0,48863.0,1966.693734,14800.2,4275.0,32516.0,9555.114513
69.12.83.102,Spoofed,2,4,1029,5,1026,3,313.3014634,0.0,48286.0,1935.900895,14150.5,11196.0,17105.0,2954.5
139.59.113.156,Real,1,1,2,2,0,2,,,,,12252.0,12252.0,12252.0,0.0
140.238.145.127,Spoofed,2,4,820,4,819,1,392.5757946,0.0,47963.0,2217.104873,,,,
151.237.82.153,Spoofed,2,4,1064,4,1063,1,301.586629,0.0,48132.0,1893.851438,,,,
139.162.117.43,Spoofed,2,5,1500,6,1496,4,215.0956522,0.0,49027.0,1619.956849,74408.66667,650.0,179988.0,76593.93223
34.205.71.216,Spoofed,2,4,23,6,19,4,16110.88889,0.0,81949.0,23728.91059,9445.0,1917.0,15989.0,5786.852224
51.81.93.39,Spoofed,2,5,1942,6,1939,3,165.9293086,0.0,48544.0,1427.234598,130115.0,75714.0,184516.0,54401.0
80.67.172.162,Real,1,2,3,1,0,3,,,,,85202.0,2.0,170402.0,85200.0
107.189.5.121,Spoofed,2,5,1517,7,1512,5,212.7418928,0.0,48643.0,1607.512935,60510.75,3983.0,187707.0,74994.97699
109.120.157.121,Spoofed,2,4,1022,7,1015,7,316.4506903,0.0,48009.0,1940.567469,11636.66667,1872.0,23148.0,7882.595695
5.252.225.194,Spoofed,2,5,1062,6,1057,5,304.2168561,0.0,48008.0,1902.404521,62891.5,7584.0,176077.0,67099.69452
85.215.231.134,Spoofed,2,4,1085,5,1083,2,297.1580407,0.0,48038.0,1886.380528,74370.0,74370.0,74370.0,0.0
23.154.177.6,Spoofed,2,4,1635,6,1631,4,196.8325153,0.0,48993.0,1552.721853,25110.33333,14049.0,38566.0,10151.20506
78.43.113.64,Spoofed,2,5,28,6,23,5,10147.86364,795.0,128403.0,26528.35555,83600.5,1567.0,179569.0,70333.15907
45.125.65.112,Spoofed,2,4,1050,6,1046,4,307.2267943,0.0,48326.0,1919.949291,25273.66667,808.0,48589.0,19523.4635
103.164.54.199,Spoofed,2,4,2083,6,2078,5,154.6283101,0.0,48194.0,1359.76974,28274.75,442.0,78289.0,31069.02576
107.173.179.59,Spoofed,2,3,24,6,21,3,11636.1,44.0,78026.0,20497.66033,28383.5,25021.0,31746.0,3362.5
84.144.179.166,Spoofed,2,5,34,7,25,9,12049.20833,0.0,85649.0,22068.12762,43047.375,53.0,171885.0,57567.13868
154.213.184.5,Real,1,1,1,1,0,1,,,,,,,,
194.5.212.85,Spoofed,2,5,1026,5,1024,2,314.056696,0.0,49593.0,1964.985078,329404.0,329404.0,329404.0,0.0
23.154.177.9,Spoofed,2,4,1627,6,1622,5,198.2251696,0.0,48213.0,1541.203649,18663.75,13121.0,21979.0,3328.828576
212.95.51.8,Spoofed,2,5,981,7,971,10,330.5597938,0.0,48184.0,1998.17974,28660.33333,475.0,189235.0,57478.05747
185.87.49.82,Spoofed,2,5,33,7,23,10,13324.59091,30.0,92031.0,21572.46969,27869.33333,0.0,222984.0,69291.17686
160.251.184.10,Spoofed,2,5,1078,7,1072,6,299.9663866,0.0,48245.0,1901.817992,50783.8,652.0,183177.0,67497.32142
92.27.150.44,Spoofed,2,4,1071,5,1067,4,301.4193246,0.0,48121.0,1916.483307,14199.66667,3795.0,34339.0,14243.28579
194.195.254.72,Spoofed,2,5,1676,7,1669,7,192.705036,0.0,47959.0,1519.977952,56286.16667,408.0,175429.0,62781.19587
91.171.4.7,Real,1,1,1,1,0,1,,,,,,,,
82.207.212.176,Spoofed,2,4,28,5,26,2,11736.04,0.0,84272.0,21592.10214,74339.0,74339.0,74339.0,0.0
95.211.194.14,Spoofed,2,5,1200,5,1196,4,268.8811715,0.0,48088.0,1805.106805,86189.0,811.0,242056.0,110382.0995
78.47.170.13,Spoofed,2,6,842,7,792,50,406.0366625,0.0,48457.0,2217.184553,8730.163265,0.0,219416.0,39374.63794
193.149.164.147,Spoofed,2,3,25,6,18,7,16894.41176,2.0,154096.0,38849.0044,25386.66667,22.0,104378.0,36837.08681
45.140.142.50,Spoofed,2,5,958,6,953,5,337.519958,0.0,48757.0,2018.948524,65206.0,1203.0,217894.0,88612.80061
62.216.85.210,Spoofed,2,5,1092,6,1088,4,295.6577737,0.0,48359.0,1890.210057,71566.33333,12600.0,171965.0,71352.54955
82.64.238.84,Spoofed,2,5,1133,6,1130,3,284.8317095,0.0,48335.0,1840.935463,165101.5,144563.0,185640.0,20538.5
176.95.237.39,Spoofed,2,5,33,5,26,7,11785.24,0.0,87751.0,21411.36675,40413.33333,18.0,204323.0,73928.92504
5.104.75.141,Spoofed,2,5,1027,6,1021,6,314.8637255,0.0,48306.0,1938.934185,51803.0,474.0,174001.0,64047.66131
68.67.32.31,Spoofed,2,4,1064,5,1060,4,303.6515581,0.0,48080.0,1895.890152,24871.66667,4156.0,40100.0,15178.40361
91.242.241.78,Spoofed,2,4,1584,6,1579,5,203.6989861,0.0,47930.0,1562.764132,13748.75,6950.0,20721.0,5022.240803
47.236.167.8,Real,1,1,1,1,0,1,,,,,,,,
107.155.127.2,Spoofed,2,4,1013,5,1010,3,318.012884,0.0,49817.0,1999.630054,30466.0,26584.0,34348.0,3882.0
188.213.129.117,Spoofed,2,4,1019,6,1013,6,317.31917,0.0,48074.0,1961.892323,28350.6,763.0,87357.0,30852.61193
89.147.110.254,Spoofed,2,4,1122,6,1119,3,286.7987478,0.0,48781.0,1864.996145,31137.0,9088.0,53186.0,22049.0
185.119.117.148,Spoofed,2,4,1257,7,1253,4,256.5255591,0.0,48037.0,1759.931949,52472.33333,30432.0,85146.0,23568.4292
104.244.74.97,Spoofed,2,5,1547,5,1543,4,208.4286641,0.0,48201.0,1577.388455,114164.0,40782.0,208711.0,70171.24377
78.46.193.215,Spoofed,2,6,833,7,794,39,405.0390921,0.0,48142.0,2212.858212,13578.23684,0.0,207451.0,44087.79442
212.232.82.77,Spoofed,2,4,39,5,36,3,8677.257143,0.0,63690.0,16058.27062,32411.5,20845.0,43978.0,11566.5
78.142.230.115,Spoofed,2,4,1041,4,1040,1,309.4494706,0.0,48048.0,1938.888535,,,,
188.68.46.164,Spoofed,2,4,1591,5,1588,3,202.2804033,0.0,47927.0,1557.848386,1703.0,35.0,3371.0,1668.0
154.12.252.7,Spoofed,2,5,1640,5,1635,5,196.5611995,0.0,48533.0,1545.916097,62651.75,849.0,176924.0,72051.49449
23.129.64.221,Spoofed,2,4,1562,5,1557,5,206.1349614,0.0,48375.0,1576.493257,36783.5,24.0,93420.0,36442.46376
167.235.61.89,Spoofed,2,6,845,7,793,52,405.7752525,0.0,48041.0,2205.442857,8614.235294,0.0,226850.0,39090.44134
162.247.153.131,Spoofed,2,5,1071,6,1067,4,301.6172608,0.0,48297.0,1901.705904,65272.0,828.0,183407.0,83649.32923
95.216.209.129,Spoofed,2,5,848,7,801,47,401.37875,0.0,50155.0,2238.644888,9500.565217,0.0,359578.0,52526.10809
68.67.32.33,Spoofed,2,4,1068,6,1065,3,302.0883459,0.0,48179.0,1898.061749,27328.0,6011.0,48645.0,21317.0
185.219.84.173,Spoofed,2,3,15,4,13,2,13246.91667,1163.0,62533.0,19565.47908,51814.0,51814.0,51814.0,0.0
80.253.94.252,Spoofed,2,5,1104,5,1099,5,292.6238616,0.0,48077.0,1864.135229,58592.75,1782.0,213448.0,89510.2769
198.251.88.18,Spoofed,2,4,783,5,781,2,411.6935897,0.0,49064.0,2249.879508,114.0,114.0,114.0,0.0
199.85.209.100,Spoofed,2,4,1009,5,1005,4,320.1404382,0.0,48183.0,1945.850467,49943.33333,20781.0,97711.0,34050.69795
185.193.125.208,Spoofed,2,4,1069,7,1058,11,303.9460738,0.0,47773.0,1892.105084,14177.3,1.0,77880.0,22577.51197
64.176.172.50,Spoofed,2,4,1029,5,1026,3,313.337561,0.0,48502.0,1952.868259,66751.0,53105.0,80397.0,13646.0
93.90.203.42,Spoofed,2,5,859,7,849,10,377.8242925,0.0,48050.0,2122.049789,38516.66667,41.0,188172.0,58524.41686
185.207.107.216,Spoofed,2,5,3336,6,3328,8,96.54072738,0.0,48494.0,1088.10179,53979.0,589.0,211408.0,70309.81278
15.235.162.188,Spoofed,2,5,1968,5,1960,8,163.8606432,0.0,48930.0,1422.147156,48606.42857,118.0,176879.0,59018.61647
195.123.228.129,Spoofed,2,5,1061,5,1058,3,303.9375591,0.0,39864.0,1751.848468,165420.0,133215.0,197625.0,32205.0
23.129.64.213,Spoofed,2,4,1552,6,1549,3,207.127907,0.0,48226.0,1583.255605,31900.0,27840.0,35960.0,4060.0
89.147.110.112,Spoofed,2,5,1085,6,1081,4,297.2703704,0.0,48563.0,1906.193556,86778.66667,246.0,216629.0,93497.65008
88.214.57.188,Spoofed,2,5,1059,7,1053,6,305.5931559,0.0,47969.0,1897.370043,68897.4,1419.0,176894.0,64619.5848
137.59.56.138,Spoofed,2,4,1078,6,1075,3,299.2718808,0.0,49102.0,1914.555811,26012.5,14073.0,37952.0,11939.5
23.137.248.152,Spoofed,2,5,25,6,19,6,13422.38889,150.0,115879.0,28452.43189,51524.2,216.0,184626.0,67668.45334
